632880061.000000, 1454336661.441141
632913377.000000, 1454336661.474011
632946692.000000, 1454336661.507099
632980008.000000, 1454336661.540606
633013323.000000, 1454336661.576597
633046640.000000, 1454336661.607613
633079955.000000, 1454336661.640910
633113270.000000, 1454336661.674461
633146586.000000, 1454336661.708039
633179901.000000, 1454336661.743665
633213217.000000, 1454336661.774698
633246534.000000, 1454336661.807666
633279848.000000, 1454336661.840838
633313164.000000, 1454336661.874442
633346480.000000, 1454336661.909760
633379795.000000, 1454336661.940961
633413110.000000, 1454336661.974136
633446427.000000, 1454336662.007470
633479741.000000, 1454336662.040702
633513057.000000, 1454336662.076562
633546374.000000, 1454336662.107254
633579688.000000, 1454336662.140706
633613004.000000, 1454336662.174005
633646320.000000, 1454336662.207830
633679635.000000, 1454336662.243071
633712951.000000, 1454336662.274121
633746267.000000, 1454336662.307146
633779582.000000, 1454336662.340737
633812898.000000, 1454336662.374211
633846213.000000, 1454336662.409749
633879529.000000, 1454336662.440471
633912844.000000, 1454336662.473993
633946160.000000, 1454336662.507076
633979475.000000, 1454336662.540573
634012791.000000, 1454336662.576077
634046107.000000, 1454336662.607034
634079423.000000, 1454336662.640294
634112738.000000, 1454336662.673791
634146054.000000, 1454336662.707649
634179369.000000, 1454336662.743069
634212685.000000, 1454336662.773645
634246000.000000, 1454336662.807010
634279316.000000, 1454336662.840215
634312631.000000, 1454336662.873791
634345947.000000, 1454336662.909301
634379263.000000, 1454336662.940317
634412578.000000, 1454336662.973501
634445894.000000, 1454336663.006891
634479209.000000, 1454336663.040062
634512525.000000, 1454336663.075967
634545841.000000, 1454336663.106718
634579156.000000, 1454336663.140185
634612472.000000, 1454336663.173351
634645787.000000, 1454336663.207453
634679103.000000, 1454336663.242545
634712419.000000, 1454336663.273574
634745734.000000, 1454336663.306659
634779049.000000, 1454336663.339907
634812365.000000, 1454336663.374217
634845681.000000, 1454336663.409070
634878997.000000, 1454336663.442608
634912312.000000, 1454336663.473369
634945628.000000, 1454336663.506564
634978943.000000, 1454336663.540022
635012259.000000, 1454336663.575534
635045575.000000, 1454336663.606596
635078890.000000, 1454336663.639813
635112205.000000, 1454336663.673224
635145521.000000, 1454336663.706423
635178836.000000, 1454336663.742760
635212152.000000, 1454336663.773221
635245468.000000, 1454336663.806441
635278783.000000, 1454336663.839887
635312099.000000, 1454336663.873022
635345415.000000, 1454336663.908795
635378731.000000, 1454336663.939826
635412046.000000, 1454336663.972997
635445361.000000, 1454336664.006239
635478677.000000, 1454336664.039695
635511993.000000, 1454336664.075302
635545309.000000, 1454336664.106176
635578624.000000, 1454336664.139654
635611940.000000, 1454336664.172881
635645255.000000, 1454336664.206543
635678571.000000, 1454336664.242463
635711886.000000, 1454336664.272916
635745202.000000, 1454336664.306175
635778517.000000, 1454336664.339633
635811833.000000, 1454336664.373155
635845148.000000, 1454336664.409005
635878464.000000, 1454336664.439426
635911780.000000, 1454336664.472652
635945095.000000, 1454336664.506199
635978411.000000, 1454336664.539281
636011727.000000, 1454336664.574983
636045043.000000, 1454336664.606082
636078358.000000, 1454336664.639213
636111673.000000, 1454336664.672519
636144989.000000, 1454336664.705970
636178305.000000, 1454336664.741994
636211621.000000, 1454336664.772620
636244936.000000, 1454336664.806142
636278251.000000, 1454336664.839182
636311567.000000, 1454336664.872425
636344883.000000, 1454336664.908206
636378199.000000, 1454336664.939061
636411514.000000, 1454336664.972389
636444829.000000, 1454336665.005866
636478145.000000, 1454336665.039081
636511460.000000, 1454336665.074927
636544776.000000, 1454336665.105708
636578092.000000, 1454336665.139111
636611407.000000, 1454336665.172309
636644723.000000, 1454336665.205947
636678039.000000, 1454336665.241719
636711355.000000, 1454336665.272312
636744670.000000, 1454336665.305839
636777985.000000, 1454336665.338896
636811301.000000, 1454336665.372363
636844617.000000, 1454336665.408255
636877933.000000, 1454336665.441545
636911247.000000, 1454336665.472272
636944563.000000, 1454336665.505492
636977879.000000, 1454336665.538874
637011195.000000, 1454336665.574483
637044510.000000, 1454336665.605429
637077826.000000, 1454336665.638819
637111142.000000, 1454336665.671951
637144457.000000, 1454336665.705333
637177773.000000, 1454336665.741977
637211088.000000, 1454336665.772228
637244404.000000, 1454336665.805401
637277720.000000, 1454336665.838871
637311035.000000, 1454336665.871894
637344351.000000, 1454336665.907637
637377666.000000, 1454336665.938761
637410982.000000, 1454336665.971932
637444298.000000, 1454336666.005219
637477613.000000, 1454336666.038661
637510929.000000, 1454336666.074212
637544244.000000, 1454336666.105156
637577560.000000, 1454336666.138706
637610875.000000, 1454336666.171683
637644191.000000, 1454336666.205111
637677507.000000, 1454336666.241600
637710823.000000, 1454336666.271899
637744138.000000, 1454336666.305068
637777453.000000, 1454336666.338563
637810769.000000, 1454336666.371686
637844084.000000, 1454336666.409376
637877401.000000, 1454336666.438625
637910716.000000, 1454336666.471679
637944031.000000, 1454336666.504931
637977347.000000, 1454336666.538414
638010662.000000, 1454336666.574151
638043978.000000, 1454336666.604929
638077293.000000, 1454336666.638333
638110609.000000, 1454336666.671445
638143925.000000, 1454336666.704774
638177240.000000, 1454336666.740697
638210557.000000, 1454336666.771828
638243872.000000, 1454336666.805158
638277187.000000, 1454336666.838101
638310502.000000, 1454336666.871510
638343818.000000, 1454336666.907108
638377134.000000, 1454336666.938230
638410449.000000, 1454336666.971358
