1017495476.000000, 1454333918.078273
1017528792.000000, 1454333918.111220
1017562108.000000, 1454333918.144349
1017595423.000000, 1454333918.177888
1017628739.000000, 1454333918.214244
1017662055.000000, 1454333918.244945
1017695370.000000, 1454333918.278510
1017728685.000000, 1454333918.311570
1017762001.000000, 1454333918.345226
1017795317.000000, 1454333918.380755
1017828633.000000, 1454333918.411711
1017861948.000000, 1454333918.444732
1017895263.000000, 1454333918.478138
1017928579.000000, 1454333918.511357
1017961895.000000, 1454333918.547189
1017995211.000000, 1454333918.577943
1018028526.000000, 1454333918.611257
1018061842.000000, 1454333918.644709
1018095157.000000, 1454333918.677855
1018128473.000000, 1454333918.713586
1018161789.000000, 1454333918.744624
1018195104.000000, 1454333918.777796
1018228419.000000, 1454333918.811136
1018261735.000000, 1454333918.844602
1018295051.000000, 1454333918.880176
1018328366.000000, 1454333918.911436
1018361682.000000, 1454333918.944688
1018394998.000000, 1454333918.977730
1018428313.000000, 1454333919.010956
1018461629.000000, 1454333919.046950
1018494945.000000, 1454333919.077656
1018528260.000000, 1454333919.110921
1018561576.000000, 1454333919.144387
1018594891.000000, 1454333919.177627
1018628207.000000, 1454333919.213775
1018661523.000000, 1454333919.244766
1018694838.000000, 1454333919.278277
1018728154.000000, 1454333919.311003
1018761469.000000, 1454333919.344392
1018794785.000000, 1454333919.380043
1018828101.000000, 1454333919.410814
1018861416.000000, 1454333919.444325
1018894732.000000, 1454333919.477415
1018928048.000000, 1454333919.510705
1018961363.000000, 1454333919.546591
1018994679.000000, 1454333919.577410
1019027995.000000, 1454333919.610647
1019061310.000000, 1454333919.644168
1019094626.000000, 1454333919.677344
1019127941.000000, 1454333919.713088
1019161257.000000, 1454333919.744133
1019194573.000000, 1454333919.777336
1019227888.000000, 1454333919.810580
1019261204.000000, 1454333919.844148
1019294519.000000, 1454333919.879697
1019327835.000000, 1454333919.911201
1019361150.000000, 1454333919.944420
1019394466.000000, 1454333919.977299
1019427782.000000, 1454333920.010409
1019461097.000000, 1454333920.046330
1019494413.000000, 1454333920.079712
1019527728.000000, 1454333920.110512
1019561044.000000, 1454333920.143750
1019594360.000000, 1454333920.177162
1019627676.000000, 1454333920.212926
1019660991.000000, 1454333920.244068
1019694307.000000, 1454333920.277119
1019727622.000000, 1454333920.310834
1019760937.000000, 1454333920.343663
1019794254.000000, 1454333920.379280
1019827570.000000, 1454333920.410410
1019860885.000000, 1454333920.443582
1019894200.000000, 1454333920.476899
1019927516.000000, 1454333920.510209
1019960831.000000, 1454333920.545996
1019994147.000000, 1454333920.576885
1020027464.000000, 1454333920.610257
1020060778.000000, 1454333920.643422
1020094094.000000, 1454333920.676797
1020127411.000000, 1454333920.713068
1020160725.000000, 1454333920.743414
1020194041.000000, 1454333920.776737
1020227356.000000, 1454333920.810174
1020260672.000000, 1454333920.843311
1020293988.000000, 1454333920.879062
1020327304.000000, 1454333920.910219
1020360618.000000, 1454333920.943636
1020393934.000000, 1454333920.976656
1020427250.000000, 1454333921.010097
1020460565.000000, 1454333921.045648
1020493882.000000, 1454333921.076562
1020527197.000000, 1454333921.109964
1020560512.000000, 1454333921.143138
1020593828.000000, 1454333921.176522
1020627144.000000, 1454333921.212415
1020660460.000000, 1454333921.243971
1020693775.000000, 1454333921.276597
1020727091.000000, 1454333921.310580
1020760406.000000, 1454333921.343137
1020793722.000000, 1454333921.378937
1020827038.000000, 1454333921.409940
1020860353.000000, 1454333921.443032
1020893668.000000, 1454333921.476355
1020926985.000000, 1454333921.509781
1020960300.000000, 1454333921.545436
1020993616.000000, 1454333921.576294
1021026931.000000, 1454333921.609731
1021060247.000000, 1454333921.642865
1021093562.000000, 1454333921.676237
1021126878.000000, 1454333921.712108
1021160194.000000, 1454333921.742854
1021193509.000000, 1454333921.776251
1021226825.000000, 1454333921.809634
1021260140.000000, 1454333921.842781
1021293456.000000, 1454333921.878602
1021326773.000000, 1454333921.909638
1021360087.000000, 1454333921.943256
1021393403.000000, 1454333921.976223
1021426719.000000, 1454333922.009730
1021460034.000000, 1454333922.045142
1021493350.000000, 1454333922.078650
1021526665.000000, 1454333922.109427
1021559981.000000, 1454333922.142667
1021593296.000000, 1454333922.176008
1021626612.000000, 1454333922.211863
1021659929.000000, 1454333922.242553
1021693243.000000, 1454333922.276290
1021726559.000000, 1454333922.309988
1021759875.000000, 1454333922.342841
1021793190.000000, 1454333922.378387
1021826506.000000, 1454333922.409499
1021859821.000000, 1454333922.442520
1021893136.000000, 1454333922.475830
1021926452.000000, 1454333922.509223
1021959768.000000, 1454333922.544836
1021993084.000000, 1454333922.576038
1022026399.000000, 1454333922.609193
1022059715.000000, 1454333922.642329
1022093030.000000, 1454333922.675709
1022126346.000000, 1454333922.711596
1022159662.000000, 1454333922.742291
1022192977.000000, 1454333922.775657
1022226293.000000, 1454333922.809071
1022259609.000000, 1454333922.842202
1022292924.000000, 1454333922.878045
1022326240.000000, 1454333922.909127
1022359556.000000, 1454333922.944657
1022392871.000000, 1454333922.975868
1022426186.000000, 1454333923.009106
1022459503.000000, 1454333923.044682
1022492818.000000, 1454333923.075526
1022526133.000000, 1454333923.108985
1022559449.000000, 1454333923.142154
1022592764.000000, 1454333923.175454
1022626080.000000, 1454333923.211372
1022659396.000000, 1454333923.242101
1022692712.000000, 1454333923.275900
1022726027.000000, 1454333923.308994
1022759343.000000, 1454333923.342417
1022792658.000000, 1454333923.377938
1022825975.000000, 1454333923.408914
1022859290.000000, 1454333923.441967
1022892605.000000, 1454333923.475298
1022925921.000000, 1454333923.508725
1022959237.000000, 1454333923.544296
1022992552.000000, 1454333923.575247
1023025868.000000, 1454333923.608666
1023059183.000000, 1454333923.641889
1023092499.000000, 1454333923.675124
1023125814.000000, 1454333923.711681
1023159130.000000, 1454333923.741858
1023192446.000000, 1454333923.775167
1023225761.000000, 1454333923.808639
