0:00:00.101393,
0:00:00.201880,
0:00:00.302461,
0:00:00.402987,
0:00:00.503486,
0:00:00.604234,
0:00:00.704782,
0:00:00.806819,
0:00:00.907387,
0:00:01.008007,
0:00:01.108577,
0:00:01.209031,
0:00:01.309432,
0:00:01.409801,
0:00:01.510260,
0:00:01.610778,
0:00:01.711306,
0:00:01.811793,
0:00:01.912294,
0:00:02.012736,
0:00:02.113149,
0:00:02.213583,
0:00:02.314002,
0:00:02.414386,
0:00:02.514757,
0:00:02.615138,
0:00:02.715723,
0:00:02.816188,
0:00:02.916768,
0:00:03.017233,
0:00:03.117643,
0:00:03.218107,
0:00:03.318668,
0:00:03.419250,
0:00:03.519775,
0:00:03.620276,
0:00:03.720868,
0:00:03.821421,
0:00:03.922183,
0:00:04.022770,
0:00:04.123395,
0:00:04.223952,
0:00:04.324462,
0:00:04.424964,
0:00:04.525476,
0:00:04.625982,
0:00:04.726636,
0:00:04.827241,
0:00:04.928034,
0:00:05.028690,
0:00:05.129258,
0:00:05.229780,
0:00:05.330283,
0:00:05.430849,
0:00:05.531385,
0:00:05.631897,
0:00:05.732559,
0:00:05.833153,
0:00:05.933803,
0:00:06.034790,
0:00:06.135526,
0:00:06.236077,
0:00:06.336658,
0:00:06.437203,
0:00:06.537746,
0:00:06.638365,
0:00:06.739084,
0:00:06.839724,
0:00:06.940415,
0:00:07.041062,
0:00:07.141703,
0:00:07.242373,
0:00:07.343040,
0:00:07.443693,
0:00:07.544347,
0:00:07.645011,
0:00:07.745712,
0:00:07.846349,
0:00:07.946996,
0:00:08.047691,
0:00:08.148254,
0:00:08.248768,
0:00:08.349284,
0:00:08.449810,
0:00:08.550409,
0:00:08.651007,
0:00:08.751950,
0:00:08.853043,
0:00:08.953789,
0:00:09.054416,
0:00:09.154937,
0:00:09.255447,
0:00:09.355964,
0:00:09.456435,
0:00:09.556928,
0:00:09.657496,
0:00:09.758320,
0:00:09.858958,
0:00:09.959611,
0:00:10.060335,
0:00:10.160885,
0:00:10.261445,
0:00:10.362056,
0:00:10.462669,
0:00:10.563185,
0:00:10.663677,
0:00:10.764244,
0:00:10.864789,
0:00:10.965344,
0:00:11.065890,
0:00:11.166828,
0:00:11.267499,
0:00:11.368064,
0:00:11.468630,
0:00:11.569104,
0:00:11.669517,
0:00:11.769921,
0:00:11.870390,
0:00:11.970917,
0:00:12.071426,
0:00:12.171845,
0:00:12.272326,
0:00:12.372747,
0:00:12.473133,
0:00:12.573551,
0:00:12.673963,
0:00:12.774373,
0:00:12.874853,
0:00:12.975364,
0:00:13.075864,
0:00:13.176372,
0:00:13.276935,
0:00:13.377577,
0:00:13.478104,
0:00:13.578598,
0:00:13.679108,
0:00:13.779730,
0:00:13.880371,
0:00:13.981000,
0:00:14.081654,
0:00:14.182194,
0:00:14.282719,
0:00:14.383221,
0:00:14.483702,
0:00:14.584295,
0:00:14.684850,
0:00:14.785381,
0:00:14.886024,
0:00:14.986779,
0:00:15.087543,
0:00:15.188117,
0:00:15.288733,
0:00:15.389276,
0:00:15.489806,
0:00:15.590326,
0:00:15.690835,
0:00:15.791359,
0:00:15.892074,
0:00:15.992861,
0:00:16.093588,
0:00:16.194193,
0:00:16.294746,
0:00:16.395268,
0:00:16.495766,
0:00:16.596323,
0:00:16.697011,
0:00:16.797795,
0:00:16.898534,
0:00:17.000136,
0:00:17.100858,
0:00:17.201460,
0:00:17.302025,
0:00:17.402545,
0:00:17.503044,
0:00:17.603541,
0:00:17.704044,
0:00:17.804567,
0:00:17.905364,
0:00:18.006104,
0:00:18.106889,
0:00:18.207547,
0:00:18.308183,
0:00:18.408736,
0:00:18.509241,
0:00:18.609774,
0:00:18.710298,
0:00:18.810815,
0:00:18.911305,
0:00:19.011864,
0:00:19.112601,
0:00:19.213225,
0:00:19.313755,
0:00:19.414245,
0:00:19.514745,
0:00:19.615260,
0:00:19.715888,
0:00:19.816505,
0:00:19.917051,
0:00:20.017714,
0:00:20.118527,
0:00:20.219185,
0:00:20.319737,
0:00:20.420281,
0:00:20.520780,
0:00:20.621332,
0:00:20.721889,
0:00:20.822411,
0:00:20.922912,
0:00:21.023522,
0:00:21.124178,
0:00:21.224821,
0:00:21.325455,
0:00:21.426006,
0:00:21.526511,
0:00:21.627081,
0:00:21.727686,
0:00:21.828214,
0:00:21.928919,
0:00:22.029551,
0:00:22.130092,
0:00:22.230582,
0:00:22.331013,
0:00:22.431422,
0:00:22.531851,
0:00:22.632302,
0:00:22.732741,
0:00:22.833214,
0:00:22.933619,
0:00:23.034107,
0:00:23.134605,
0:00:23.235178,
0:00:23.335826,
0:00:23.436400,
0:00:23.536960,
0:00:23.637533,
0:00:23.738074,
0:00:23.838622,
0:00:23.939149,
0:00:24.039802,
0:00:24.140476,
0:00:24.241135,
0:00:24.341722,
0:00:24.442247,
0:00:24.542751,
0:00:24.643239,
0:00:24.743730,
0:00:24.844238,
0:00:24.944735,
0:00:25.045499,
0:00:25.146189,
0:00:25.246816,
0:00:25.347366,
0:00:25.447938,
0:00:25.548450,
0:00:25.648964,
0:00:25.749524,
0:00:25.850357,
0:00:25.950922,
0:00:26.051701,
0:00:26.152421,
0:00:26.253090,
0:00:26.353663,
0:00:26.454198,
0:00:26.554941,
0:00:26.655564,
0:00:26.756123,
0:00:26.856741,
0:00:26.957353,
0:00:27.057962,
0:00:27.158807,
0:00:27.259535,
0:00:27.360116,
0:00:27.460727,
0:00:27.561866,
0:00:27.662409,
0:00:27.762933,
0:00:27.863484,
0:00:27.964025,
0:00:28.064532,
0:00:28.165145,
0:00:28.265804,
0:00:28.366367,
0:00:28.466892,
0:00:28.567389,
0:00:28.668022,
0:00:28.768627,
0:00:28.869237,
0:00:28.969792,
0:00:29.070294,
0:00:29.170926,
0:00:29.271589,
0:00:29.372128,
0:00:29.472624,
0:00:29.573117,
0:00:29.673718,
0:00:29.774282,
0:00:29.874804,
0:00:29.975400,
0:00:30.075972,
0:00:30.176747,
0:00:30.277614,
0:00:30.378220,
0:00:30.478748,
0:00:30.579314,
0:00:30.679839,
0:00:30.780413,
0:00:30.880929,
0:00:30.981427,
0:00:31.081964,
0:00:31.182784,
0:00:31.283585,
0:00:31.384208,
0:00:31.484801,
0:00:31.585368,
0:00:31.685895,
0:00:31.786596,
0:00:31.887192,
0:00:31.987741,
0:00:32.088422,
0:00:32.189129,
0:00:32.290277,
0:00:32.390940,
0:00:32.491475,
0:00:32.592122,
0:00:32.692616,
0:00:32.793140,
0:00:32.893642,
0:00:32.994306,
0:00:33.094853,
0:00:33.195486,
0:00:33.296153,
0:00:33.396777,
0:00:33.497333,
0:00:33.597839,
0:00:33.698243,
0:00:33.798669,
0:00:33.899067,
0:00:33.999429,
0:00:34.099870,
0:00:34.200509,
0:00:34.301141,
0:00:34.401588,
0:00:34.501977,
0:00:34.602330,
0:00:34.702682,
0:00:34.803113,
0:00:34.903515,
0:00:35.003940,
0:00:35.104358,
0:00:35.204744,
0:00:35.305312,
0:00:35.405778,
0:00:35.506185,
0:00:35.606554,
0:00:35.706916,
0:00:35.807298,
0:00:35.907801,
0:00:36.008215,
0:00:36.108603,
0:00:36.208987,
0:00:36.309585,
0:00:36.410116,
0:00:36.510518,
0:00:36.610888,
0:00:36.711243,
0:00:36.811703,
0:00:36.912144,
0:00:37.012526,
0:00:37.112907,
0:00:37.213295,
0:00:37.313769,
0:00:37.414252,
0:00:37.514663,
0:00:37.615038,
0:00:37.715492,
0:00:37.815994,
0:00:37.916412,
0:00:38.016790,
0:00:38.117181,
0:00:38.217670,
0:00:38.318406,
0:00:38.419146,
0:00:38.519698,
0:00:38.620406,
0:00:38.720996,
0:00:38.821547,
0:00:38.922164,
0:00:39.022682,
0:00:39.123183,
0:00:39.223683,
0:00:39.324286,
0:00:39.424898,
0:00:39.525465,
0:00:39.626000,
0:00:39.726520,
0:00:39.827035,
0:00:39.927596,
0:00:40.028092,
0:00:40.128592,
0:00:40.229081,
0:00:40.329752,
0:00:40.430407,
0:00:40.530959,
0:00:40.631470,
0:00:40.731984,
0:00:40.832546,
0:00:40.933063,
0:00:41.033553,
0:00:41.134044,
0:00:41.234564,
0:00:41.335252,
0:00:41.435891,
0:00:41.536435,
0:00:41.636952,
0:00:41.737514,
0:00:41.838037,
0:00:41.938526,
0:00:42.038990,
0:00:42.139494,
0:00:42.240037,
0:00:42.340847,
0:00:42.441539,
0:00:42.542120,
0:00:42.642638,
0:00:42.743154,
0:00:42.843671,
0:00:42.944181,
0:00:43.044668,
0:00:43.145213,
0:00:43.245730,
0:00:43.346492,
0:00:43.447218,
0:00:43.547933,
0:00:43.648456,
0:00:43.749192,
0:00:43.849853,
0:00:43.950391,
0:00:44.050950,
0:00:44.151483,
0:00:44.252241,
0:00:44.353322,
0:00:44.453979,
0:00:44.554523,
0:00:44.655022,
0:00:44.755506,
0:00:44.856000,
0:00:44.956534,
0:00:45.057049,
0:00:45.157607,
0:00:45.258099,
0:00:45.358832,
0:00:45.459555,
0:00:45.560132,
0:00:45.660646,
0:00:45.761209,
0:00:45.861748,
0:00:45.962269,
0:00:46.062777,
0:00:46.163310,
0:00:46.263822,
0:00:46.364326,
0:00:46.464995,
0:00:46.565561,
0:00:46.666135,
0:00:46.766681,
0:00:46.867260,
0:00:46.967967,
0:00:47.068478,
0:00:47.169001,
0:00:47.269498,
0:00:47.370001,
0:00:47.470726,
0:00:47.571347,
0:00:47.671888,
0:00:47.772378,
0:00:47.872902,
0:00:47.973442,
0:00:48.073966,
0:00:48.174479,
0:00:48.274981,
0:00:48.375586,
0:00:48.476477,
0:00:48.577113,
0:00:48.677708,
0:00:48.778242,
0:00:48.878770,
0:00:48.979434,
0:00:49.080063,
0:00:49.180756,
0:00:49.281455,
0:00:49.382046,
0:00:49.482962,
0:00:49.583575,
0:00:49.684214,
0:00:49.784918,
0:00:49.885492,
0:00:49.986071,
0:00:50.086630,
0:00:50.187163,
0:00:50.287686,
0:00:50.388190,
0:00:50.489001,
0:00:50.589654,
0:00:50.690211,
0:00:50.790732,
0:00:50.891299,
0:00:50.991817,
0:00:51.092355,
0:00:51.192893,
0:00:51.293532,
0:00:51.394100,
0:00:51.494705,
0:00:51.595555,
0:00:51.696149,
0:00:51.796716,
0:00:51.897250,
0:00:51.997837,
0:00:52.098352,
0:00:52.198873,
0:00:52.299382,
0:00:52.399888,
0:00:52.500552,
0:00:52.601245,
0:00:52.701800,
0:00:52.802451,
0:00:52.903054,
0:00:53.003615,
0:00:53.104191,
0:00:53.204774,
0:00:53.305343,
0:00:53.405872,
0:00:53.506546,
0:00:53.607230,
0:00:53.707864,
0:00:53.808412,
0:00:53.908973,
0:00:54.009478,
0:00:54.110115,
0:00:54.210713,
0:00:54.311426,
0:00:54.412016,
0:00:54.512742,
0:00:54.614371,
0:00:54.714936,
0:00:54.815518,
0:00:54.916117,
0:00:55.016665,
0:00:55.117205,
0:00:55.217724,
0:00:55.318239,
0:00:55.418748,
0:00:55.519351,
0:00:55.620038,
0:00:55.720630,
0:00:55.821284,
0:00:55.921851,
0:00:56.022353,
0:00:56.122869,
0:00:56.223385,
0:00:56.323903,
0:00:56.424405,
0:00:56.525029,
0:00:56.625879,
0:00:56.726479,
0:00:56.827013,
0:00:56.927589,
0:00:57.028121,
0:00:57.128640,
0:00:57.229240,
0:00:57.329865,
0:00:57.430487,
0:00:57.531244,
0:00:57.635625,
0:00:57.736265,
0:00:57.836852,
0:00:57.937411,
0:00:58.038028,
0:00:58.138551,
0:00:58.239118,
0:00:58.339677,
0:00:58.440217,
0:00:58.540952,
