0.0,0.517520904541,2.51752090454
33.316,33.8335209045,35.8335209045
66.631,67.1485209045,69.1495209045
99.947,100.464520905,102.464520905
133.263,133.780520905,135.781520905
166.578,167.095520905,None
199.894,200.411520905,None
233.21,233.727520905,None
266.526,267.043520905,None
299.841,300.359520905,None
None,333.674520905,None
None,366.990520905,None
None,400.305520905,None
None,433.621520905,None
