0:00:00.101522,
0:00:00.202145,
0:00:00.302675,
0:00:00.403232,
0:00:00.503864,
0:00:00.604418,
0:00:00.705213,
0:00:00.805760,
0:00:00.906170,
0:00:01.006610,
0:00:01.107090,
0:00:01.207554,
0:00:01.308062,
0:00:01.408580,
0:00:01.509234,
0:00:01.609815,
0:00:01.710358,
0:00:01.810911,
0:00:01.911453,
0:00:02.012403,
0:00:02.113047,
0:00:02.213466,
0:00:02.313943,
0:00:02.414482,
0:00:02.515184,
0:00:02.615893,
0:00:02.716544,
0:00:02.817213,
0:00:02.917818,
0:00:03.018417,
0:00:03.118969,
0:00:03.219486,
0:00:03.320071,
0:00:03.420606,
0:00:03.521366,
0:00:03.622007,
0:00:03.722667,
0:00:03.823277,
0:00:03.923843,
0:00:04.024679,
0:00:04.125445,
0:00:04.226192,
0:00:04.326890,
0:00:04.427481,
0:00:04.528162,
0:00:04.628804,
0:00:04.729404,
0:00:04.830029,
0:00:04.930655,
0:00:05.031173,
0:00:05.131616,
0:00:05.232895,
0:00:05.333371,
0:00:05.433787,
0:00:05.534653,
0:00:05.636272,
0:00:05.736849,
0:00:05.837383,
0:00:05.937933,
0:00:06.038434,
0:00:06.138971,
0:00:06.239428,
0:00:06.339946,
0:00:06.440518,
0:00:06.541208,
0:00:06.641752,
0:00:06.742260,
0:00:06.842716,
0:00:06.943127,
0:00:07.043649,
0:00:07.144293,
0:00:07.244783,
0:00:07.345210,
0:00:07.445624,
0:00:07.546283,
0:00:07.646987,
0:00:07.747647,
0:00:07.848237,
0:00:07.948772,
0:00:08.049300,
0:00:08.149830,
0:00:08.250370,
0:00:08.350972,
0:00:08.451531,
0:00:08.552055,
0:00:08.652722,
0:00:08.753427,
0:00:08.854028,
0:00:08.954638,
0:00:09.055267,
0:00:09.155791,
0:00:09.256232,
0:00:09.356753,
0:00:09.457227,
0:00:09.557684,
0:00:09.658227,
0:00:09.758801,
0:00:09.859283,
0:00:09.959708,
0:00:10.060127,
0:00:10.160663,
0:00:10.261124,
0:00:10.361611,
0:00:10.462044,
0:00:10.562543,
0:00:10.663386,
0:00:10.763902,
0:00:10.864460,
0:00:10.965487,
0:00:11.065936,
0:00:11.166400,
0:00:11.266785,
0:00:11.367189,
0:00:11.467588,
0:00:11.567976,
0:00:11.668531,
0:00:11.769024,
0:00:11.869501,
0:00:11.969901,
0:00:12.070306,
0:00:12.170713,
0:00:12.271112,
0:00:12.371632,
0:00:12.472092,
0:00:12.572575,
0:00:12.673270,
0:00:12.773939,
0:00:12.874654,
0:00:12.975266,
0:00:13.075843,
0:00:13.176467,
0:00:13.277024,
0:00:13.377559,
0:00:13.478108,
0:00:13.578644,
0:00:13.679267,
0:00:13.780010,
0:00:13.880638,
0:00:13.981223,
0:00:14.081813,
0:00:14.182363,
0:00:14.282897,
0:00:14.383469,
0:00:14.484032,
0:00:14.584631,
0:00:14.685335,
0:00:14.786119,
0:00:14.886784,
0:00:14.987334,
0:00:15.087895,
0:00:15.188448,
0:00:15.288960,
0:00:15.389485,
0:00:15.490012,
0:00:15.590524,
0:00:15.691340,
0:00:15.792085,
0:00:15.892704,
0:00:15.993296,
0:00:16.093864,
0:00:16.194469,
0:00:16.295017,
0:00:16.395598,
0:00:16.496180,
0:00:16.596743,
0:00:16.697716,
0:00:16.798473,
0:00:16.899077,
0:00:16.999623,
0:00:17.100180,
0:00:17.200719,
0:00:17.301231,
0:00:17.401753,
0:00:17.502264,
0:00:17.602751,
0:00:17.703407,
0:00:17.803978,
0:00:17.904556,
0:00:18.004966,
0:00:18.105365,
0:00:18.205802,
0:00:18.306210,
0:00:18.406601,
0:00:18.507041,
0:00:18.607463,
0:00:18.707946,
0:00:18.808438,
0:00:18.908900,
0:00:19.009315,
0:00:19.109701,
0:00:19.210155,
0:00:19.310573,
0:00:19.410972,
0:00:19.511382,
0:00:19.611780,
0:00:19.712351,
0:00:19.812856,
0:00:19.913383,
0:00:20.013832,
0:00:20.114299,
0:00:20.214693,
0:00:20.315065,
0:00:20.415442,
0:00:20.515824,
0:00:20.616201,
0:00:20.716814,
0:00:20.817355,
0:00:20.917884,
0:00:21.018309,
0:00:21.118698,
0:00:21.219063,
0:00:21.319436,
0:00:21.419818,
0:00:21.520275,
0:00:21.620701,
0:00:21.721344,
0:00:21.821937,
0:00:21.922462,
0:00:22.022907,
0:00:22.123312,
0:00:22.223745,
0:00:22.324229,
0:00:22.424636,
0:00:22.525122,
0:00:22.625638,
0:00:22.726320,
0:00:22.827093,
0:00:22.927890,
0:00:23.028469,
0:00:23.129317,
0:00:23.229956,
0:00:23.330481,
0:00:23.430998,
0:00:23.531508,
0:00:23.632095,
0:00:23.732750,
0:00:23.833432,
0:00:23.934136,
0:00:24.034738,
0:00:24.135268,
0:00:24.235759,
0:00:24.336254,
0:00:24.436743,
0:00:24.537251,
0:00:24.637745,
0:00:24.738315,
0:00:24.838985,
0:00:24.939676,
0:00:25.040262,
0:00:25.140789,
0:00:25.241363,
0:00:25.341910,
0:00:25.442431,
0:00:25.543018,
0:00:25.643551,
0:00:25.744266,
0:00:25.845452,
0:00:25.946154,
0:00:26.046775,
0:00:26.147327,
0:00:26.247858,
0:00:26.348439,
0:00:26.449169,
0:00:26.549799,
0:00:26.650500,
0:00:26.751088,
0:00:26.851855,
0:00:26.952589,
0:00:27.053181,
0:00:27.153778,
0:00:27.254508,
0:00:27.355220,
0:00:27.455757,
0:00:27.556267,
0:00:27.656765,
0:00:27.757334,
0:00:27.858295,
0:00:27.959116,
0:00:28.059695,
0:00:28.160457,
0:00:28.261090,
0:00:28.361628,
0:00:28.462140,
0:00:28.562638,
0:00:28.663154,
0:00:28.763771,
0:00:28.864632,
0:00:28.965414,
0:00:29.066008,
0:00:29.166529,
0:00:29.267025,
