0.000000, 2015-10-05 11:01:48.315759
33.316000, 2015-10-05 11:01:48.348886
66.632000, 2015-10-05 11:01:48.382291
99.947000, 2015-10-05 11:01:48.418543
133.264000, 2015-10-05 11:01:48.449174
166.579000, 2015-10-05 11:01:48.482765
199.895000, 2015-10-05 11:01:48.516244
233.211000, 2015-10-05 11:01:48.549839
266.527000, 2015-10-05 11:01:48.585539
299.843000, 2015-10-05 11:01:48.616947
333.158000, 2015-10-05 11:01:48.650194
366.474000, 2015-10-05 11:01:48.683591
399.790000, 2015-10-05 11:01:48.716852
433.106000, 2015-10-05 11:01:48.752022
466.422000, 2015-10-05 11:01:48.783499
499.737000, 2015-10-05 11:01:48.816795
533.053000, 2015-10-05 11:01:48.850112
566.369000, 2015-10-05 11:01:48.883388
599.685000, 2015-10-05 11:01:48.918568
633.000000, 2015-10-05 11:01:48.950055
666.317000, 2015-10-05 11:01:48.983435
699.632000, 2015-10-05 11:01:49.016692
732.947000, 2015-10-05 11:01:49.050173
766.264000, 2015-10-05 11:01:49.085227
799.580000, 2015-10-05 11:01:49.116645
832.895000, 2015-10-05 11:01:49.149937
866.211000, 2015-10-05 11:01:49.183263
899.527000, 2015-10-05 11:01:49.217066
932.842000, 2015-10-05 11:01:49.251911
966.159000, 2015-10-05 11:01:49.285388
999.475000, 2015-10-05 11:01:49.316705
1032.789000, 2015-10-05 11:01:49.349906
1066.106000, 2015-10-05 11:01:49.383271
1099.422000, 2015-10-05 11:01:49.418371
1132.738000, 2015-10-05 11:01:49.449814
1166.053000, 2015-10-05 11:01:49.483095
1199.369000, 2015-10-05 11:01:49.516376
1232.684000, 2015-10-05 11:01:49.549870
1266.001000, 2015-10-05 11:01:49.584965
1299.317000, 2015-10-05 11:01:49.616377
1332.632000, 2015-10-05 11:01:49.649681
1365.948000, 2015-10-05 11:01:49.683040
1399.264000, 2015-10-05 11:01:49.716354
1432.579000, 2015-10-05 11:01:49.751520
1465.896000, 2015-10-05 11:01:49.782996
1499.212000, 2015-10-05 11:01:49.816276
1532.527000, 2015-10-05 11:01:49.849551
1565.843000, 2015-10-05 11:01:49.882928
1599.159000, 2015-10-05 11:01:49.918056
1632.475000, 2015-10-05 11:01:49.949483
1665.790000, 2015-10-05 11:01:49.982869
1699.106000, 2015-10-05 11:01:50.016104
1732.421000, 2015-10-05 11:01:50.049555
1765.738000, 2015-10-05 11:01:50.084793
1799.054000, 2015-10-05 11:01:50.116148
1832.369000, 2015-10-05 11:01:50.149472
1865.685000, 2015-10-05 11:01:50.182789
1899.001000, 2015-10-05 11:01:50.218211
1932.316000, 2015-10-05 11:01:50.251535
1965.633000, 2015-10-05 11:01:50.285514
1998.948000, 2015-10-05 11:01:50.316491
2032.264000, 2015-10-05 11:01:50.349469
2065.580000, 2015-10-05 11:01:50.382830
2098.896000, 2015-10-05 11:01:50.417882
2132.211000, 2015-10-05 11:01:50.449287
2165.527000, 2015-10-05 11:01:50.482617
2198.843000, 2015-10-05 11:01:50.515689
2232.159000, 2015-10-05 11:01:50.549196
2265.475000, 2015-10-05 11:01:50.584634
2298.791000, 2015-10-05 11:01:50.615863
2332.107000, 2015-10-05 11:01:50.649180
2365.422000, 2015-10-05 11:01:50.682532
2398.738000, 2015-10-05 11:01:50.715777
2432.054000, 2015-10-05 11:01:50.750987
2465.370000, 2015-10-05 11:01:50.782440
2498.686000, 2015-10-05 11:01:50.815766
2532.001000, 2015-10-05 11:01:50.849032
2565.317000, 2015-10-05 11:01:50.882347
2598.633000, 2015-10-05 11:01:50.917502
2631.949000, 2015-10-05 11:01:50.948937
2665.264000, 2015-10-05 11:01:50.982481
2698.581000, 2015-10-05 11:01:51.015697
2731.896000, 2015-10-05 11:01:51.048765
2765.212000, 2015-10-05 11:01:51.084305
2798.528000, 2015-10-05 11:01:51.115590
2831.843000, 2015-10-05 11:01:51.148845
2865.159000, 2015-10-05 11:01:51.182212
2898.475000, 2015-10-05 11:01:51.215596
2931.791000, 2015-10-05 11:01:51.251152
2965.107000, 2015-10-05 11:01:51.282311
2998.423000, 2015-10-05 11:01:51.317526
3031.738000, 2015-10-05 11:01:51.348916
3065.054000, 2015-10-05 11:01:51.382256
3098.370000, 2015-10-05 11:01:51.417312
3131.686000, 2015-10-05 11:01:51.448676
3165.001000, 2015-10-05 11:01:51.482107
3198.318000, 2015-10-05 11:01:51.515355
3231.633000, 2015-10-05 11:01:51.548664
3264.948000, 2015-10-05 11:01:51.584022
3298.265000, 2015-10-05 11:01:51.615314
3331.581000, 2015-10-05 11:01:51.648662
3364.896000, 2015-10-05 11:01:51.681969
3398.212000, 2015-10-05 11:01:51.715232
3431.528000, 2015-10-05 11:01:51.750489
3464.844000, 2015-10-05 11:01:51.781902
3498.160000, 2015-10-05 11:01:51.815201
3531.476000, 2015-10-05 11:01:51.848668
3564.791000, 2015-10-05 11:01:51.881851
3598.107000, 2015-10-05 11:01:51.917132
3631.423000, 2015-10-05 11:01:51.948503
3664.738000, 2015-10-05 11:01:51.981811
3698.054000, 2015-10-05 11:01:52.015075
3731.370000, 2015-10-05 11:01:52.048387
3764.685000, 2015-10-05 11:01:52.083612
3798.003000, 2015-10-05 11:01:52.115047
3831.318000, 2015-10-05 11:01:52.148320
3864.633000, 2015-10-05 11:01:52.181685
3897.949000, 2015-10-05 11:01:52.214996
3931.265000, 2015-10-05 11:01:52.250887
3964.581000, 2015-10-05 11:01:52.283310
3997.896000, 2015-10-05 11:01:52.315763
4031.212000, 2015-10-05 11:01:52.348706
4064.528000, 2015-10-05 11:01:52.381728
4097.844000, 2015-10-05 11:01:52.416847
4131.160000, 2015-10-05 11:01:52.448220
4164.475000, 2015-10-05 11:01:52.481581
4197.791000, 2015-10-05 11:01:52.514846
4231.107000, 2015-10-05 11:01:52.548158
4264.423000, 2015-10-05 11:01:52.583384
4297.739000, 2015-10-05 11:01:52.614876
4331.055000, 2015-10-05 11:01:52.648107
4364.370000, 2015-10-05 11:01:52.681456
4397.686000, 2015-10-05 11:01:52.714814
4431.002000, 2015-10-05 11:01:52.749906
4464.318000, 2015-10-05 11:01:52.781361
4497.634000, 2015-10-05 11:01:52.814781
4530.949000, 2015-10-05 11:01:52.847966
4564.265000, 2015-10-05 11:01:52.881331
4597.581000, 2015-10-05 11:01:52.916516
4630.897000, 2015-10-05 11:01:52.947894
4664.213000, 2015-10-05 11:01:52.981276
4697.529000, 2015-10-05 11:01:53.014713
4730.844000, 2015-10-05 11:01:53.047906
4764.160000, 2015-10-05 11:01:53.083101
4797.476000, 2015-10-05 11:01:53.114629
4830.792000, 2015-10-05 11:01:53.147828
4864.108000, 2015-10-05 11:01:53.181201
4897.423000, 2015-10-05 11:01:53.221446
4930.739000, 2015-10-05 11:01:53.249761
4964.055000, 2015-10-05 11:01:53.281541
4997.370000, 2015-10-05 11:01:53.314679
5030.686000, 2015-10-05 11:01:53.348144
5064.002000, 2015-10-05 11:01:53.381193
5097.318000, 2015-10-05 11:01:53.416374
5130.634000, 2015-10-05 11:01:53.447694
5163.950000, 2015-10-05 11:01:53.481036
5197.265000, 2015-10-05 11:01:53.514499
5230.581000, 2015-10-05 11:01:53.547611
5263.897000, 2015-10-05 11:01:53.582881
5297.214000, 2015-10-05 11:01:53.614402
5330.529000, 2015-10-05 11:01:53.647544
